city,strain_year,year,subtype,reference_strain,epi_alarm,start,epi_counts,incidence_per_mil,epi_fractional_counts,new_ag_marker,first_detection_of_new_ag,first_n_biggest,relative_to_first_n_biggest,delay,prior_everything_scaled,mean_epi_size,type,earliest_A,largest_A,poor_timeseries,earliest_geog_start,firstNbiggest_earliest_geog,largest_geog_start,firstNbiggest_largest_geog,poor_timeseries_geog_start,firstNbiggest_poor_geog
BRISBANE,2014_A/Victoria/361/2011-like,2014,H3,A/Victoria/361/2011-like,Y,13,62,27.17511601,1,0,0,Y,1,0,0,51.11186916,A,Y,Y,Y,14,Y,14,Y,14,Y
BRISBANE,2014_A/California/7/2009-like,2014,H1pdm09,A/California/7/2009-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,51.11186916,A,N,N,N,NA,N,NA,N,NA,N
BRISBANE,2014_B/Brisbane/60/2008-like,2014,B/Vic,B/Brisbane/60/2008-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,51.11186916,B,N,N,N,NA,N,NA,N,NA,N
BRISBANE,2014_B/Massachusetts/2/2012-like,2014,B/Yam,B/Massachusetts/2/2012-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,51.11186916,B,N,N,N,NA,N,NA,N,NA,N
BRISBANE,2014_B/Phuket/3073/2013-like,2014,B/Yam,B/Phuket/3073/2013-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,51.11186916,B,N,N,N,NA,N,NA,N,NA,N
BRISBANE,2014_A/Switzerland/9715293/2013-like,2014,H3,A/Switzerland/9715293/2013-like,N,24,NA,NA,NA,0,1,N,NA,11,NA,51.11186916,A,N,N,N,24,N,24,N,24,N
BRISBANE,2015_B/Brisbane/60/2008-like,2015,B/Vic,B/Brisbane/60/2008-like,Y,12,101,43.56262947,0.523316062,0,0,N,1.097826087,4,0.354421647,51.11186916,B,N,N,N,12,N,12,N,12,N
BRISBANE,2015_B/Phuket/3073/2013-like,2015,B/Yam,B/Phuket/3073/2013-like,Y,8,92,39.68081101,0.476683938,1,0,Y,1,0,0,51.11186916,B,N,N,N,8,Y,8,Y,8,Y
BRISBANE,2015_A/Switzerland/9715293/2013-like,2015,H3,A/Switzerland/9715293/2013-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,51.11186916,A,N,N,N,NA,N,NA,N,NA,N
BRISBANE,2015_A/California/7/2009-like,2015,H1pdm09,A/California/7/2009-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,51.11186916,A,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2000_A/Moscow/10/99-like,2000,H3,A/Moscow/10/99-like,Y,13,106,30.72395196,0.630952381,NA,NA,Y,1,0,0,27.85004138,A,Y,Y,N,13,Y,13,Y,13,Y
MELBOURNE,2000_B/Sichuan/379/99-like,2000,B/Yam,B/Sichuan/379/99-like,Y,16,47,13.62288436,0.279761905,NA,NA,N,0.443396226,3,0.176927071,27.85004138,B,N,N,N,16,N,16,N,16,N
MELBOURNE,2000_A/New Caledonia/20/99-like,2000,H1sea,A/New Caledonia/20/99-like,Y,17,15,4.347729051,0.089285714,NA,NA,N,0.141509434,4,0.312224243,27.85004138,A,N,N,N,17,N,17,N,17,N
MELBOURNE,2001_A/New Caledonia/20/99-like,2001,H1sea,A/New Caledonia/20/99-like,Y,15,42,11.99914635,1,0,0,Y,1,0,0,27.85004138,A,Y,Y,N,15,Y,15,Y,15,Y
MELBOURNE,2001_B/Sichuan/379/99-like,2001,B/Yam,B/Sichuan/379/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,B,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2001_A/Moscow/10/99-like,2001,H3,A/Moscow/10/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,A,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2002_A/Moscow/10/99-like,2002,H3,A/Moscow/10/99-like,Y,11,265,74.74096614,0.857605178,0,0,N,6.022727273,1,0.020254288,27.85004138,A,Y,Y,N,11,N,11,N,11,N
MELBOURNE,2002_B/Hong Kong/330/2001-like,2002,B/Vic,B/Hong Kong/330/2001-like,Y,10,44,12.40982079,0.142394822,1,1,Y,1,0,0,27.85004138,B,N,N,N,10,Y,10,Y,10,Y
MELBOURNE,2002_B/Sichuan/379/99-like,2002,B/Yam,B/Sichuan/379/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,B,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2003_A/Fujian/411/2002-like,2003,H3,A/Fujian/411/2002-like,Y,14,202,56.20430096,1,1,1,Y,1,0,0,27.85004138,A,Y,Y,N,14,Y,14,Y,14,Y
MELBOURNE,2003_B/Sichuan/379/99-like,2003,B/Yam,B/Sichuan/379/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,B,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2003_A/Moscow/10/99-like,2003,H3,A/Moscow/10/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,A,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2004_A/California/7/2004-like,2004,H3,A/California/7/2004-like,Y,16,31,8.51192122,0.596153846,1,1,Y,1,0,0,27.85004138,A,Y,Y,N,16,Y,16,Y,16,Y
MELBOURNE,2004_B/Shanghai/361/2002-like,2004,B/Yam,B/Shanghai/361/2002-like,Y,18,21,5.766140181,0.403846154,1,1,N,0.677419355,2,0.059154979,27.85004138,B,N,N,N,18,N,18,N,18,N
MELBOURNE,2005_A/Wisconsin/67/2005-like,2005,H3,A/Wisconsin/67/2005-like,Y,11,102,27.58716191,0.507462687,1,1,Y,1,0,0,27.85004138,A,Y,Y,N,11,Y,11,Y,11,Y
MELBOURNE,2005_A/New Caledonia/20/99-like,2005,H1sea,A/New Caledonia/20/99-like,Y,12,99,26.77577479,0.492537313,0,0,N,0.970588235,1,0.019422763,27.85004138,A,N,N,N,12,N,12,N,12,N
MELBOURNE,2005_B/Shanghai/361/2002-like,2005,B/Yam,B/Shanghai/361/2002-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,B,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2005_B/Hong Kong/330/2001-like,2005,B/Vic,B/Hong Kong/330/2001-like,N,12,NA,NA,NA,0,0,N,NA,1,NA,27.85004138,B,N,N,N,12,N,12,N,12,N
MELBOURNE,2005_B/Florida/4/2006-like,2005,B/Yam,B/Florida/4/2006-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,27.85004138,B,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2005_B/Malaysia/2506/2004-like,2005,B/Vic,B/Malaysia/2506/2004-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,27.85004138,B,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2006_A/Wisconsin/67/2005-like,2006,H3,A/Wisconsin/67/2005-like,Y,11,82,21.80410343,0.706896552,0,0,Y,1,0,0,27.85004138,A,Y,Y,N,11,Y,11,Y,11,Y
MELBOURNE,2006_B/Malaysia/2506/2004-like,2006,B/Vic,B/Malaysia/2506/2004-like,Y,11,34,9.040725811,0.293103448,1,0,N,0.414634146,0,0,27.85004138,B,N,N,N,11,N,11,N,11,N
MELBOURNE,2006_A/New Caledonia/20/99-like,2006,H1sea,A/New Caledonia/20/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,A,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2007_A/Wisconsin/67/2005-like,2007,H3,A/Wisconsin/67/2005-like,Y,14,121,31.49598101,0.528384279,0,0,Y,1,0,0,27.85004138,A,Y,Y,N,12,Y,12,Y,14,Y
MELBOURNE,2007_A/Solomon Islands/3/2006-like,2007,H1sea,A/Solomon Islands/3/2006-like,Y,14,77,20.04289701,0.336244541,1,1,N,0.636363636,0,0,27.85004138,A,Y,N,N,12,N,14,N,14,N
MELBOURNE,2007_B/Florida/4/2006-like,2007,B/Yam,B/Florida/4/2006-like,Y,15,31,8.069218275,0.135371179,1,0,N,0.256198347,1,0.065424734,27.85004138,B,N,N,N,15,N,15,N,15,N
MELBOURNE,2007_B/Malaysia/2506/2004-like,2007,B/Vic,B/Malaysia/2506/2004-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,B,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2007_A/New Caledonia/20/99-like,2007,H1sea,A/New Caledonia/20/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,A,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2008_A/Wisconsin/67/2005-like,2008,H3,A/Wisconsin/67/2005-like,Y,17,20,5.087197102,0.666666667,0,0,Y,1,0,0,27.85004138,A,Y,Y,Y,11,Y,11,Y,11,Y
MELBOURNE,2008_B/Brisbane/60/2008-like,2008,B/Vic,B/Brisbane/60/2008-like,Y,17,10,2.543598551,0.333333333,1,1,N,0.5,0,0,27.85004138,B,N,N,N,17,N,17,N,17,N
MELBOURNE,2008_B/Florida/4/2006-like,2008,B/Yam,B/Florida/4/2006-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,B,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2008_A/Brisbane/59/2007-like,2008,H1sea,A/Brisbane/59/2007-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,27.85004138,A,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2009_A/California/7/2009-like,2009,H1pdm09,A/California/7/2009-like,Y,10,85,21.08246294,0.825242718,NA,1,Y,1,0,0,27.85004138,A,Y,Y,N,10,Y,10,Y,10,Y
MELBOURNE,2009_A/Perth/16/2009-like,2009,H3,A/Perth/16/2009-like,Y,11,18,4.464521563,0.174757282,1,1,N,0.211764706,1,0.026717624,27.85004138,A,N,N,N,11,N,11,N,11,N
MELBOURNE,2009_A/Wisconsin/67/2005-like,2009,H3,A/Wisconsin/67/2005-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,A,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2009_A/Brisbane/59/2007-like,2009,H1sea,A/Brisbane/59/2007-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,A,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2010_A/California/7/2009-like,2010,H1pdm09,A/California/7/2009-like,Y,14,227,55.28687434,1,0,0,Y,1,0,0,27.85004138,A,Y,Y,N,14,Y,14,Y,14,Y
MELBOURNE,2010_A/Perth/16/2009-like,2010,H3,A/Perth/16/2009-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,A,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2010_B/Brisbane/60/2008-like,2010,B/Vic,B/Brisbane/60/2008-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,B,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2011_B/Brisbane/60/2008-like,2011,B/Vic,B/Brisbane/60/2008-like,Y,11,127,30.46026662,0.404458599,0,0,Y,1,0,0,27.85004138,B,N,N,N,11,Y,11,Y,11,Y
MELBOURNE,2011_A/Perth/16/2009-like,2011,H3,A/Perth/16/2009-like,Y,15,122,29.26104353,0.388535032,0,0,N,0.960629921,4,0.284196074,27.85004138,A,N,Y,N,15,N,11,N,15,N
MELBOURNE,2011_A/California/7/2009-like,2011,H1pdm09,A/California/7/2009-like,Y,14,65,15.58990024,0.207006369,0,0,N,0.511811024,3,0.07750802,27.85004138,A,Y,N,N,11,N,14,N,14,N
MELBOURNE,2011_B/Florida/4/2006-like,2011,B/Yam,B/Florida/4/2006-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,B,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2011_A/Victoria/361/2011-like,2011,H3,A/Victoria/361/2011-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,27.85004138,A,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2012_A/Victoria/361/2011-like,2012,H3,A/Victoria/361/2011-like,Y,9,434,101.6670825,0.868,1,0,Y,1,0,0,27.85004138,A,Y,Y,N,12,N,12,N,9,Y
MELBOURNE,2012_B/Brisbane/60/2008-like,2012,B/Vic,B/Brisbane/60/2008-like,Y,17,39,9.135982065,0.078,0,0,N,0.089861751,8,3.086958925,27.85004138,B,N,N,N,17,N,17,N,17,N
MELBOURNE,2012_A/California/7/2009-like,2012,H1pdm09,A/California/7/2009-like,Y,11,27,6.324910661,0.054,0,0,N,0.062211982,2,0.07570199,27.85004138,A,N,N,N,11,Y,11,Y,11,N
MELBOURNE,2012_B/Wisconsin/1/2010-like,2012,B/Yam,B/Wisconsin/1/2010-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,27.85004138,B,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2013_B/Massachusetts/2/2012-like,2013,B/Yam,B/Massachusetts/2/2012-like,Y,10,210,48.00086676,0.581717452,1,1,Y,1,0,0,27.85004138,B,N,N,N,10,Y,10,Y,10,Y
MELBOURNE,2013_A/California/7/2009-like,2013,H1pdm09,A/California/7/2009-like,Y,13,151,34.51490895,0.418282548,0,0,N,0.719047619,3,0.123110529,27.85004138,A,Y,Y,N,12,N,12,N,13,N
MELBOURNE,2013_B/Brisbane/60/2008-like,2013,B/Vic,B/Brisbane/60/2008-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,B,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2014_A/California/7/2009-like,2014,H1pdm09,A/California/7/2009-like,Y,9,383,85.39323137,0.728136882,0,0,Y,1,0,0,27.85004138,A,Y,Y,N,13,Y,13,Y,9,Y
MELBOURNE,2014_A/Victoria/361/2011-like,2014,H3,A/Victoria/361/2011-like,Y,14,143,31.8831125,0.271863118,0,0,N,0.373368146,5,0.384273173,27.85004138,A,N,N,Y,14,N,14,N,13,N
MELBOURNE,2014_B/Massachusetts/2/2012-like,2014,B/Yam,B/Massachusetts/2/2012-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,B,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2014_B/Brisbane/60/2008-like,2014,B/Vic,B/Brisbane/60/2008-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,B,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2014_B/Phuket/3073/2013-like,2014,B/Yam,B/Phuket/3073/2013-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,27.85004138,B,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2014_A/Switzerland/9715293/2013-like,2014,H3,A/Switzerland/9715293/2013-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,27.85004138,A,N,N,N,NA,N,NA,N,NA,N
MELBOURNE,2015_B/Brisbane/60/2008-like,2015,B/Vic,B/Brisbane/60/2008-like,Y,12,205,44.57354102,0.432489451,0,0,N,1.164772727,4,0.101494097,27.85004138,B,N,N,N,12,N,12,N,12,N
MELBOURNE,2015_B/Phuket/3073/2013-like,2015,B/Yam,B/Phuket/3073/2013-like,Y,8,176,38.2680157,0.371308017,1,0,Y,1,0,0,27.85004138,B,N,N,N,8,Y,8,Y,8,Y
MELBOURNE,2015_A/Switzerland/9715293/2013-like,2015,H3,A/Switzerland/9715293/2013-like,Y,14,93,20.22116739,0.196202532,1,0,N,0.528409091,6,0.265446099,27.85004138,A,Y,Y,Y,12,N,12,N,12,N
MELBOURNE,2015_A/California/7/2009-like,2015,H1pdm09,A/California/7/2009-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,27.85004138,A,N,N,N,NA,N,NA,N,NA,N
PERTH,2000_A/Moscow/10/99-like,2000,H3,A/Moscow/10/99-like,Y,16,57,39.80127294,0.640449438,NA,NA,Y,1,0,0,41.86770981,A,Y,Y,N,16,Y,16,Y,16,Y
PERTH,2000_A/New Caledonia/20/99-like,2000,H1sea,A/New Caledonia/20/99-like,Y,17,32,22.34457428,0.359550562,NA,NA,N,0.561403509,1,0.050033877,41.86770981,A,N,N,N,17,N,17,N,17,N
PERTH,2000_B/Sichuan/379/99-like,2000,B/Yam,B/Sichuan/379/99-like,N,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2001_A/New Caledonia/20/99-like,2001,H1sea,A/New Caledonia/20/99-like,Y,14,79,54.28206472,0.759615385,0,0,Y,1,0,0,41.86770981,A,Y,Y,N,14,Y,14,Y,14,Y
PERTH,2001_B/Sichuan/379/99-like,2001,B/Yam,B/Sichuan/379/99-like,Y,19,15,10.30672115,0.144230769,1,0,N,0.189873418,5,1.181632856,41.86770981,B,N,N,N,19,N,19,N,19,N
PERTH,2001_A/Moscow/10/99-like,2001,H3,A/Moscow/10/99-like,Y,19,10,6.871147434,0.096153846,0,0,N,0.126582278,5,1.181632856,41.86770981,A,N,N,N,19,N,19,N,19,N
PERTH,2002_A/Moscow/10/99-like,2002,H3,A/Moscow/10/99-like,Y,11,123,83.41607123,0.891304348,0,0,Y,1,0,0,41.86770981,A,Y,Y,N,11,Y,11,Y,11,Y
PERTH,2002_B/Hong Kong/330/2001-like,2002,B/Vic,B/Hong Kong/330/2001-like,Y,18,15,10.17269161,0.108695652,1,1,N,0.12195122,7,1.214861245,41.86770981,B,N,N,N,18,N,18,N,18,N
PERTH,2002_B/Sichuan/379/99-like,2002,B/Yam,B/Sichuan/379/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2003_A/Fujian/411/2002-like,2003,H3,A/Fujian/411/2002-like,Y,15,176,117.6458006,1,1,1,Y,1,0,0,41.86770981,A,Y,Y,N,15,Y,15,Y,15,Y
PERTH,2003_A/Moscow/10/99-like,2003,H3,A/Moscow/10/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,A,N,N,N,NA,N,NA,N,NA,N
PERTH,2003_B/Sichuan/379/99-like,2003,B/Yam,B/Sichuan/379/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2003_B/Hong Kong/330/2001-like,2003,B/Vic,B/Hong Kong/330/2001-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2004_A/California/7/2004-like,2004,H3,A/California/7/2004-like,Y,19,16,10.52470939,0.533333333,1,1,N,1.142857143,1,0.04713377,41.86770981,A,Y,Y,N,19,N,19,N,19,N
PERTH,2004_B/Hong Kong/330/2001-like,2004,B/Vic,B/Hong Kong/330/2001-like,Y,18,14,9.209120713,0.466666667,0,0,Y,1,0,0,41.86770981,B,N,N,N,18,Y,18,Y,18,Y
PERTH,2004_B/Shanghai/361/2002-like,2004,B/Yam,B/Shanghai/361/2002-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2005_A/Wisconsin/67/2005-like,2005,H3,A/Wisconsin/67/2005-like,Y,12,89,57.60603556,0.760683761,1,1,Y,1,0,0,41.86770981,A,Y,Y,N,12,Y,12,Y,12,Y
PERTH,2005_A/New Caledonia/20/99-like,2005,H1sea,A/New Caledonia/20/99-like,Y,13,28,18.12324714,0.239316239,0,0,N,0.314606742,1,0.046378856,41.86770981,A,N,N,N,13,N,13,N,13,N
PERTH,2005_B/Shanghai/361/2002-like,2005,B/Yam,B/Shanghai/361/2002-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2005_B/Hong Kong/330/2001-like,2005,B/Vic,B/Hong Kong/330/2001-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2005_B/Malaysia/2506/2004-like,2005,B/Vic,B/Malaysia/2506/2004-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2006_B/Malaysia/2506/2004-like,2006,B/Vic,B/Malaysia/2506/2004-like,Y,12,81,51.36621447,0.826530612,1,0,Y,1,0,0,41.86770981,B,N,N,N,12,Y,12,Y,12,Y
PERTH,2006_A/Wisconsin/67/2005-like,2006,H3,A/Wisconsin/67/2005-like,Y,16,17,10.78056353,0.173469388,0,0,N,0.209876543,4,0.499835705,41.86770981,A,Y,Y,N,16,N,16,N,16,N
PERTH,2007_A/Wisconsin/67/2005-like,2007,H3,A/Wisconsin/67/2005-like,Y,13,127,77.98745692,0.875862069,0,0,Y,1,0,0,41.86770981,A,Y,Y,N,11,Y,11,Y,13,Y
PERTH,2007_A/Solomon Islands/3/2006-like,2007,H1sea,A/Solomon Islands/3/2006-like,Y,15,18,11.05334035,0.124137931,1,1,N,0.141732283,2,0.92402215,41.86770981,A,N,N,N,15,N,15,N,15,N
PERTH,2007_A/New Caledonia/20/99-like,2007,H1sea,A/New Caledonia/20/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,A,N,N,N,NA,N,NA,N,NA,N
PERTH,2007_B/Florida/4/2006-like,2007,B/Yam,B/Florida/4/2006-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2007_B/Malaysia/2506/2004-like,2007,B/Vic,B/Malaysia/2506/2004-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2007_B/Wisconsin/1/2010-like,2007,B/Yam,B/Wisconsin/1/2010-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2008_B/Brisbane/60/2008-like,2008,B/Vic,B/Brisbane/60/2008-like,Y,17,103,61.20532902,0.410358566,1,1,N,1.471428571,3,0.156122498,41.86770981,B,N,N,N,17,N,17,N,17,N
PERTH,2008_B/Florida/4/2006-like,2008,B/Yam,B/Florida/4/2006-like,Y,14,70,41.59585468,0.278884462,1,0,Y,1,0,0,41.86770981,B,N,N,N,14,Y,14,Y,14,Y
PERTH,2008_A/Brisbane/59/2007-like,2008,H1sea,A/Brisbane/59/2007-like,Y,16,48,28.52287178,0.19123506,1,1,N,0.685714286,2,0.127736589,41.86770981,A,Y,Y,Y,15,N,15,N,15,N
PERTH,2008_A/Wisconsin/67/2005-like,2008,H3,A/Wisconsin/67/2005-like,Y,19,30,17.82679486,0.119521912,0,0,N,0.428571429,5,1.49026021,41.86770981,A,N,N,N,19,N,19,N,19,N
PERTH,2008_B/Malaysia/2506/2004-like,2008,B/Vic,B/Malaysia/2506/2004-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2009_A/California/7/2009-like,2009,H1pdm09,A/California/7/2009-like,Y,11,230,132.2339137,0.74433657,NA,1,N,3.965517241,3,0.137320637,41.86770981,A,N,Y,Y,11,N,13,N,13,N
PERTH,2009_A/Perth/16/2009-like,2009,H3,A/Perth/16/2009-like,Y,8,58,33.34594347,0.187702265,1,1,Y,1,0,0,41.86770981,A,Y,N,N,13,N,8,Y,8,Y
PERTH,2009_A/Brisbane/59/2007-like,2009,H1sea,A/Brisbane/59/2007-like,Y,10,21,12.07353125,0.067961165,0,0,N,0.362068966,2,0.082392382,41.86770981,A,N,N,N,10,Y,10,N,10,N
PERTH,2009_B/Brisbane/60/2008-like,2009,B/Vic,B/Brisbane/60/2008-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2009_B/Florida/4/2006-like,2009,B/Yam,B/Florida/4/2006-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2009_A/Wisconsin/67/2005-like,2009,H3,A/Wisconsin/67/2005-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,A,N,N,N,NA,N,NA,N,NA,N
PERTH,2009_A/Victoria/361/2011-like,2009,H3,A/Victoria/361/2011-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,41.86770981,A,N,N,N,NA,N,NA,N,NA,N
PERTH,2010_A/California/7/2009-like,2010,H1pdm09,A/California/7/2009-like,Y,13,161,90.39195298,0.58974359,0,0,Y,1,0,0,41.86770981,A,Y,Y,Y,12,Y,12,Y,12,Y
PERTH,2010_B/Brisbane/60/2008-like,2010,B/Vic,B/Brisbane/60/2008-like,Y,16,112,62.8813586,0.41025641,0,0,N,0.695652174,3,0.415706086,41.86770981,B,N,N,N,16,N,16,N,16,N
PERTH,2010_A/Perth/16/2009-like,2010,H3,A/Perth/16/2009-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,A,N,N,N,NA,N,NA,N,NA,N
PERTH,2010_B/Florida/4/2006-like,2010,B/Yam,B/Florida/4/2006-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2010_B/Malaysia/2506/2004-like,2010,B/Vic,B/Malaysia/2506/2004-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2011_A/California/7/2009-like,2011,H1pdm09,A/California/7/2009-like,Y,13,163,88.89776049,0.639215686,0,0,Y,1,0,0,41.86770981,A,Y,Y,N,13,Y,13,Y,13,Y
PERTH,2011_A/Perth/16/2009-like,2011,H3,A/Perth/16/2009-like,Y,16,55,29.99617685,0.215686275,0,0,N,0.337423313,3,0.286580537,41.86770981,A,N,N,N,16,N,16,N,16,N
PERTH,2011_B/Brisbane/60/2008-like,2011,B/Vic,B/Brisbane/60/2008-like,Y,17,37,20.17924625,0.145098039,0,0,N,0.226993865,4,0.872767998,41.86770981,B,N,N,N,17,N,17,N,17,N
PERTH,2011_B/Florida/4/2006-like,2011,B/Yam,B/Florida/4/2006-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2011_B/Wisconsin/1/2010-like,2011,B/Yam,B/Wisconsin/1/2010-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2011_A/Victoria/361/2011-like,2011,H3,A/Victoria/361/2011-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,A,N,N,N,NA,N,NA,N,NA,N
PERTH,2012_B/Brisbane/60/2008-like,2012,B/Vic,B/Brisbane/60/2008-like,Y,12,113,59.66190181,0.570707071,0,0,Y,1,0,0,41.86770981,B,N,N,N,12,Y,12,Y,12,Y
PERTH,2012_A/Victoria/361/2011-like,2012,H3,A/Victoria/361/2011-like,Y,12,85,44.87842172,0.429292929,1,0,N,0.752212389,0,0,41.86770981,A,Y,Y,N,13,N,13,N,12,N
PERTH,2012_B/Wisconsin/1/2010-like,2012,B/Yam,B/Wisconsin/1/2010-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2012_A/California/7/2009-like,2012,H1pdm09,A/California/7/2009-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,A,N,N,N,NA,N,NA,N,NA,N
PERTH,2013_A/Victoria/361/2011-like,2013,H3,A/Victoria/361/2011-like,Y,13,69,35.40756675,0.627272727,0,0,Y,1,0,0,41.86770981,A,Y,Y,N,12,Y,12,Y,13,Y
