city,strain_year,year,subtype,reference_strain,epi_alarm,start,epi_counts,incidence_per_mil,epi_fractional_counts,new_ag_marker,first_detection_of_new_ag,first_n_biggest,relative_to_first_n_biggest,delay,prior_everything_scaled,mean_epi_size,type,earliest_A,largest_A,poor_timeseries,earliest_geog_start,firstNbiggest_earliest_geog,largest_geog_start,firstNbiggest_largest_geog,poor_timeseries_geog_start,firstNbiggest_poor_geog
PERTH,2013_A/California/7/2009-like,2013,H1pdm09,A/California/7/2009-like,Y,14,41,21.03927879,0.372727273,0,0,N,0.594202899,1,0.012256537,41.86770981,A,N,N,N,14,N,14,N,14,N
PERTH,2013_B/Massachusetts/2/2012-like,2013,B/Yam,B/Massachusetts/2/2012-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2013_B/Brisbane/60/2008-like,2013,B/Vic,B/Brisbane/60/2008-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2014_A/California/7/2009-like,2014,H1pdm09,A/California/7/2009-like,Y,13,126,63.68464174,1,0,0,Y,1,0,0,41.86770981,A,Y,Y,N,13,Y,13,Y,13,Y
PERTH,2014_A/Victoria/361/2011-like,2014,H3,A/Victoria/361/2011-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,A,N,N,N,NA,N,NA,N,NA,N
PERTH,2014_B/Brisbane/60/2008-like,2014,B/Vic,B/Brisbane/60/2008-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2014_B/Massachusetts/2/2012-like,2014,B/Yam,B/Massachusetts/2/2012-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2014_B/Phuket/3073/2013-like,2014,B/Yam,B/Phuket/3073/2013-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,41.86770981,B,N,N,N,NA,N,NA,N,NA,N
PERTH,2014_A/Switzerland/9715293/2013-like,2014,H3,A/Switzerland/9715293/2013-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,41.86770981,A,N,N,N,NA,N,NA,N,NA,N
PERTH,2015_B/Phuket/3073/2013-like,2015,B/Yam,B/Phuket/3073/2013-like,Y,10,87,43.45406905,0.604166667,1,0,Y,1,0,0,41.86770981,B,N,N,N,10,Y,10,Y,10,Y
PERTH,2015_B/Brisbane/60/2008-like,2015,B/Vic,B/Brisbane/60/2008-like,Y,11,43,21.4772985,0.298611111,0,0,N,0.494252874,1,0.083508375,41.86770981,B,N,N,N,11,N,11,N,11,N
PERTH,2015_A/Switzerland/9715293/2013-like,2015,H3,A/Switzerland/9715293/2013-like,Y,15,14,6.992608812,0.097222222,1,0,N,0.16091954,5,0.823153981,41.86770981,A,Y,Y,N,12,N,12,N,15,N
PERTH,2015_A/California/7/2009-like,2015,H1pdm09,A/California/7/2009-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,41.86770981,A,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2000_A/Moscow/10/99-like,2000,H3,A/Moscow/10/99-like,Y,15,53,13.11319658,1,NA,NA,Y,1,0,0,14.94142385,A,Y,Y,N,15,Y,15,Y,15,Y
SYDNEY,2000_A/New Caledonia/20/99-like,2000,H1sea,A/New Caledonia/20/99-like,N,17,NA,NA,NA,NA,NA,N,NA,2,NA,14.94142385,A,N,N,N,17,N,17,N,17,N
SYDNEY,2000_B/Sichuan/379/99-like,2000,B/Yam,B/Sichuan/379/99-like,N,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2001_A/New Caledonia/20/99-like,2001,H1sea,A/New Caledonia/20/99-like,Y,11,38,9.262464108,1,1,0,Y,1,0,0,14.94142385,A,Y,Y,N,11,Y,11,Y,11,Y
SYDNEY,2001_A/Moscow/10/99-like,2001,H3,A/Moscow/10/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,A,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2001_B/Sichuan/379/99-like,2001,B/Yam,B/Sichuan/379/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2002_A/Moscow/10/99-like,2002,H3,A/Moscow/10/99-like,Y,11,157,37.96271288,0.625498008,0,0,N,1.670212766,1,0.064732979,14.94142385,A,Y,Y,N,11,N,11,N,11,N
SYDNEY,2002_B/Hong Kong/330/2001-like,2002,B/Vic,B/Hong Kong/330/2001-like,Y,10,94,22.72926758,0.374501992,1,1,Y,1,0,0,14.94142385,B,N,N,N,10,Y,10,Y,10,Y
SYDNEY,2002_B/Sichuan/379/99-like,2002,B/Yam,B/Sichuan/379/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2003_A/Fujian/411/2002-like,2003,H3,A/Fujian/411/2002-like,Y,14,37,8.888690295,1,1,1,Y,1,0,0,14.94142385,A,Y,Y,N,14,Y,14,Y,14,Y
SYDNEY,2003_A/Moscow/10/99-like,2003,H3,A/Moscow/10/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,A,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2003_A/New Caledonia/20/99-like,2003,H1sea,A/New Caledonia/20/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,A,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2004_A/California/7/2004-like,2004,H3,A/California/7/2004-like,Y,15,17,4.030763737,1,1,1,Y,1,0,0,14.57773518,A,Y,Y,N,15,Y,15,Y,15,Y
SYDNEY,2004_B/Shanghai/361/2002-like,2004,B/Yam,B/Shanghai/361/2002-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2004_A/New Caledonia/20/99-like,2004,H1sea,A/New Caledonia/20/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,A,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2004_B/Florida/4/2006-like,2004,B/Yam,B/Florida/4/2006-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2005_A/Wisconsin/67/2005-like,2005,H3,A/Wisconsin/67/2005-like,Y,13,67,15.8859512,0.712765957,1,1,Y,1,0,0,14.94142385,A,Y,Y,N,13,Y,13,Y,13,Y
SYDNEY,2005_A/New Caledonia/20/99-like,2005,H1sea,A/New Caledonia/20/99-like,Y,17,18,4.267867487,0.191489362,0,0,N,0.268656716,4,0.603017662,14.94142385,A,N,N,N,17,N,17,N,17,N
SYDNEY,2005_B/Shanghai/361/2002-like,2005,B/Yam,B/Shanghai/361/2002-like,Y,17,9,2.133933743,0.095744681,1,0,N,0.134328358,4,0.603017662,14.94142385,B,N,N,N,17,N,17,N,17,N
SYDNEY,2005_B/Wisconsin/1/2010-like,2005,B/Yam,B/Wisconsin/1/2010-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2005_B/Florida/4/2006-like,2005,B/Yam,B/Florida/4/2006-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2005_B/Hong Kong/330/2001-like,2005,B/Vic,B/Hong Kong/330/2001-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2005_B/Malaysia/2506/2004-like,2005,B/Vic,B/Malaysia/2506/2004-like,N,17,NA,NA,NA,0,1,N,NA,4,NA,14.94142385,B,N,N,N,17,N,17,N,17,N
SYDNEY,2006_B/Malaysia/2506/2004-like,2006,B/Vic,B/Malaysia/2506/2004-like,Y,13,18,4.229163323,1,1,0,Y,1,0,0,14.94142385,B,N,N,N,13,Y,13,Y,13,Y
SYDNEY,2006_B/Shanghai/361/2002-like,2006,B/Yam,B/Shanghai/361/2002-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2006_A/Wisconsin/67/2005-like,2006,H3,A/Wisconsin/67/2005-like,N,18,NA,NA,NA,0,0,N,NA,5,NA,14.94142385,A,N,N,N,18,N,18,N,18,N
SYDNEY,2006_A/New Caledonia/20/99-like,2006,H1sea,A/New Caledonia/20/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,A,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2007_A/Wisconsin/67/2005-like,2007,H3,A/Wisconsin/67/2005-like,Y,11,157,36.29617214,0.638211382,0,0,Y,1,0,0,14.94142385,A,Y,Y,N,13,Y,13,Y,11,Y
SYDNEY,2007_A/Solomon Islands/3/2006-like,2007,H1sea,A/Solomon Islands/3/2006-like,Y,13,89,20.57553707,0.361788618,1,1,N,0.566878981,2,0.092836859,14.94142385,A,N,N,N,13,N,13,N,13,N
SYDNEY,2007_A/New Caledonia/20/99-like,2007,H1sea,A/New Caledonia/20/99-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,A,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2007_B/Florida/4/2006-like,2007,B/Yam,B/Florida/4/2006-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2007_B/Malaysia/2506/2004-like,2007,B/Vic,B/Malaysia/2506/2004-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2008_B/Florida/4/2006-like,2008,B/Yam,B/Florida/4/2006-like,Y,12,93,21.09053008,0.458128079,1,0,Y,1,0,0,14.94142385,B,N,N,N,12,Y,12,Y,12,Y
SYDNEY,2008_B/Brisbane/60/2008-like,2008,B/Vic,B/Brisbane/60/2008-like,Y,14,60,13.6067936,0.295566502,1,1,N,0.64516129,2,0.091067583,14.94142385,B,N,N,N,14,N,14,N,14,N
SYDNEY,2008_A/Wisconsin/67/2005-like,2008,H3,A/Wisconsin/67/2005-like,Y,15,27,6.12305712,0.133004926,0,0,N,0.290322581,3,0.227668958,14.94142385,A,Y,Y,Y,14,N,14,N,14,N
SYDNEY,2008_A/Brisbane/59/2007-like,2008,H1sea,A/Brisbane/59/2007-like,Y,15,23,5.215937547,0.113300493,1,1,N,0.247311828,3,0.227668958,14.94142385,A,Y,N,N,14,N,15,N,15,N
SYDNEY,2008_B/Malaysia/2506/2004-like,2008,B/Vic,B/Malaysia/2506/2004-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2008_A/Solomon Islands/3/2006-like,2008,H1sea,A/Solomon Islands/3/2006-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,A,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2009_A/California/7/2009-like,2009,H1pdm09,A/California/7/2009-like,Y,12,40,8.903966272,0.634920635,NA,1,Y,1,0,0,14.94142385,A,Y,Y,N,12,Y,12,Y,12,Y
SYDNEY,2009_A/Perth/16/2009-like,2009,H3,A/Perth/16/2009-like,Y,12,23,5.119780606,0.365079365,1,1,N,0.575,0,0,14.94142385,A,Y,N,N,12,N,12,N,12,N
SYDNEY,2009_A/Wisconsin/67/2005-like,2009,H3,A/Wisconsin/67/2005-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,A,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2009_B/Brisbane/60/2008-like,2009,B/Vic,B/Brisbane/60/2008-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2009_A/Brisbane/59/2007-like,2009,H1sea,A/Brisbane/59/2007-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,A,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2010_A/California/7/2009-like,2010,H1pdm09,A/California/7/2009-like,Y,14,98,21.51238191,0.796747967,0,0,Y,1,0,0,14.94142385,A,Y,Y,Y,12,Y,12,Y,12,Y
SYDNEY,2010_B/Brisbane/60/2008-like,2010,B/Vic,B/Brisbane/60/2008-like,Y,18,25,5.487852529,0.203252033,0,0,N,0.255102041,4,0.367291135,14.94142385,B,N,N,N,18,N,18,N,18,N
SYDNEY,2010_A/Perth/16/2009-like,2010,H3,A/Perth/16/2009-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,A,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2011_A/California/7/2009-like,2011,H1pdm09,A/California/7/2009-like,Y,12,95,20.61207447,0.620915033,0,0,Y,1,0,0,14.94142385,A,Y,Y,N,10,Y,10,Y,12,Y
SYDNEY,2011_B/Brisbane/60/2008-like,2011,B/Vic,B/Brisbane/60/2008-like,Y,14,58,12.58421388,0.379084967,0,0,N,0.610526316,2,0.508246219,14.94142385,B,N,N,N,14,N,14,N,14,N
SYDNEY,2011_A/Perth/16/2009-like,2011,H3,A/Perth/16/2009-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,A,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2012_A/Victoria/361/2011-like,2012,H3,A/Victoria/361/2011-like,Y,8,189,40.38571995,1,1,1,Y,1,0,0,14.94142385,A,Y,Y,Y,11,Y,11,Y,11,Y
SYDNEY,2012_B/Wisconsin/1/2010-like,2012,B/Yam,B/Wisconsin/1/2010-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2012_B/Brisbane/60/2008-like,2012,B/Vic,B/Brisbane/60/2008-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2012_A/California/7/2009-like,2012,H1pdm09,A/California/7/2009-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,A,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2013_A/California/7/2009-like,2013,H1pdm09,A/California/7/2009-like,Y,12,39,8.191761147,0.75,0,0,Y,1,0,0,14.94142385,A,Y,Y,Y,13,N,13,N,13,N
SYDNEY,2013_A/Victoria/361/2011-like,2013,H3,A/Victoria/361/2011-like,Y,21,13,2.730587049,0.25,0,0,N,0.333333333,9,0.548258401,14.94142385,A,N,N,N,21,N,21,N,21,N
SYDNEY,2013_B/Brisbane/60/2008-like,2013,B/Vic,B/Brisbane/60/2008-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2013_B/Massachusetts/2/2012-like,2013,B/Yam,B/Massachusetts/2/2012-like,N,12,NA,NA,NA,0,1,N,NA,0,NA,14.94142385,B,N,N,N,12,N,12,N,12,N
SYDNEY,2014_A/Victoria/361/2011-like,2014,H3,A/Victoria/361/2011-like,Y,10,134,27.64321765,0.694300518,0,0,Y,1,0,0,14.94142385,A,Y,Y,Y,14,N,14,N,14,N
SYDNEY,2014_A/California/7/2009-like,2014,H1pdm09,A/California/7/2009-like,Y,13,59,12.17126747,0.305699482,0,0,N,0.440298507,3,0.207101416,14.94142385,A,N,N,N,13,Y,13,Y,13,Y
SYDNEY,2014_B/Massachusetts/2/2012-like,2014,B/Yam,B/Massachusetts/2/2012-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2014_B/Brisbane/60/2008-like,2014,B/Vic,B/Brisbane/60/2008-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,B,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2014_A/Switzerland/9715293/2013-like,2014,H3,A/Switzerland/9715293/2013-like,N,NA,NA,NA,NA,0,1,N,NA,NA,NA,14.94142385,A,N,N,N,NA,N,NA,N,NA,N
SYDNEY,2015_B/Brisbane/60/2008-like,2015,B/Vic,B/Brisbane/60/2008-like,Y,12,115,23.28859695,0.5,0,0,N,1.337209302,1,0.081321382,14.94142385,B,N,N,N,12,N,12,N,12,N
SYDNEY,2015_B/Phuket/3073/2013-like,2015,B/Yam,B/Phuket/3073/2013-like,Y,11,86,17.41582033,0.373913043,1,1,Y,1,0,0,14.94142385,B,N,N,N,11,Y,11,Y,11,Y
SYDNEY,2015_A/California/7/2009-like,2015,H1pdm09,A/California/7/2009-like,Y,14,29,5.872776622,0.126086957,0,0,N,0.337209302,3,0.433714036,14.94142385,A,Y,Y,Y,13,N,13,N,13,N
SYDNEY,2015_A/Switzerland/9715293/2013-like,2015,H3,A/Switzerland/9715293/2013-like,N,NA,NA,NA,NA,0,0,N,NA,NA,NA,14.94142385,A,N,N,N,NA,N,NA,N,NA,N
