"city","strain_year","year","subtype","reference_strain","epi_alarm","start","end","epi_counts","incidence_per_mil","epi_fractional_counts","new_ag_marker","first_detection_of_new_ag","first_n_biggest","relative_to_first_n_biggest","delay","prior_everything_scaled","mean_epi_size","mean_epi_ah","mean_epi_temp","mean_epi_rainfall"
"MELBOURNE","2005_B/Malaysia/2506/2004-like",2005,"B/Vic","B/Malaysia/2506/2004-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2005_A/Wisconsin/67/2005-like",2005,"H3","A/Wisconsin/67/2005-like","Y",11,17,103,27.8576242801644,0.492822966507177,1,1,"Y",1,0,0,113.393939393939,7.08299155104416,10.4051020408163,1.01071428571429
"MELBOURNE","2005_A/New Caledonia/20/99-like",2005,"H1sea","A/New Caledonia/20/99-like","Y",12,19,99,26.7757747935561,0.473684210526316,0,0,"N",0.961165048543689,1,0.141101015499733,113.393939393939,7.13692637650485,10.625,1.18151785714286
"MELBOURNE","2005_B/Shanghai/361/2002-like",2005,"B/Yam","B/Shanghai/361/2002-like","Y",15,18,7,1.89323660156457,0.0334928229665072,1,1,"N",0.0679611650485437,4,1.29636557990379,113.393939393939,6.9867108035464,10.7535714285714,1.16142857142857
"MELBOURNE","2006_A/New Caledonia/20/99-like",2006,"H1sea","A/New Caledonia/20/99-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2006_A/Wisconsin/67/2005-like",2006,"H3","A/Wisconsin/67/2005-like","Y",11,18,82,21.8041034259033,0.689075630252101,0,0,"Y",1,0,0,113.393939393939,6.87528962361195,9.58482142857143,0.990446428571429
"MELBOURNE","2006_B/Malaysia/2506/2004-like",2006,"B/Vic","B/Malaysia/2506/2004-like","Y",11,14,37,9.83843691168806,0.310924369747899,1,1,"N",0.451219512195122,0,0,113.393939393939,6.90820588963136,8.85714285714286,0.820535714285713
"MELBOURNE","2007_B/Malaysia/2506/2004-like",2007,"B/Vic","B/Malaysia/2506/2004-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2007_A/New Caledonia/20/99-like",2007,"H1sea","A/New Caledonia/20/99-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2007_A/Wisconsin/67/2005-like",2007,"H3","A/Wisconsin/67/2005-like","Y",14,20,121,31.4959810087043,0.528384279475983,0,0,"Y",1,0,0,113.393939393939,6.52263192473161,10.7598901098901,0.640698587127159
"MELBOURNE","2007_A/Solomon Islands/3/2006-like",2007,"H1sea","A/Solomon Islands/3/2006-like","Y",14,18,77,20.0428970055391,0.336244541484716,1,1,"N",0.636363636363636,0,0,113.393939393939,6.64542839747391,10.0224175824176,0.798978021978022
"MELBOURNE","2007_B/Florida/4/2006-like",2007,"B/Yam","B/Florida/4/2006-like","Y",15,22,31,8.06921827495731,0.135371179039301,1,1,"N",0.256198347107438,1,0.220470336718332,113.393939393939,6.56092749153533,12.1559752747253,0.610521978021978
"MELBOURNE","2008_B/Florida/4/2006-like",2008,"B/Yam","B/Florida/4/2006-like","N",17,NA,NA,NA,NA,0,1,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2008_A/Brisbane/59/2007-like",2008,"H1sea","A/Brisbane/59/2007-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2008_B/Brisbane/60/2008-like",2008,"B/Vic","B/Brisbane/60/2008-like","Y",17,18,11,2.79795840605906,0.5,1,1,"Y",1,0,0,113.393939393939,6.58049534602449,9.38186813186815,1.36901098901099
"MELBOURNE","2008_A/Wisconsin/67/2005-like",2008,"H3","A/Wisconsin/67/2005-like","Y",19,20,11,2.79795840605906,0.5,0,0,"N",1,2,0.0970069481560663,113.393939393939,5.91702585040038,12.9714285714286,0.453214285714286
"MELBOURNE","2009_A/California/7/2009-like",2009,"H1pdm09","A/California/7/2009-like","N",10,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2009_A/Brisbane/59/2007-like",2009,"H1sea","A/Brisbane/59/2007-like","N",12,NA,NA,NA,NA,0,0,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2009_A/Perth/16/2009-like",2009,"H3","A/Perth/16/2009-like","N",11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2009_A/Wisconsin/67/2005-like",2009,"H3","A/Wisconsin/67/2005-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2010_B/Brisbane/60/2008-like",2010,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2010_A/Perth/16/2009-like",2010,"H3","A/Perth/16/2009-like","N",25,NA,NA,NA,NA,0,0,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2010_A/California/7/2009-like",2010,"H1pdm09","A/California/7/2009-like","Y",14,21,225,54.7997653108718,1,0,0,"Y",1,0,0,113.393939393939,7.14594124730564,10.3651785714286,1.74571428571429
"MELBOURNE","2011_B/Florida/4/2006-like",2011,"B/Yam","B/Florida/4/2006-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2011_A/Victoria/361/2011-like",2011,"H3","A/Victoria/361/2011-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2011_B/Brisbane/60/2008-like",2011,"B/Vic","B/Brisbane/60/2008-like","Y",11,21,126,30.2204220018103,0.39873417721519,0,0,"Y",1,0,0,113.393939393939,7.18517230785326,11.137012987013,1.22538961038961
"MELBOURNE","2011_A/Perth/16/2009-like",2011,"H3","A/Perth/16/2009-like","Y",13,22,125,29.9805773827484,0.395569620253165,0,0,"N",0.992063492063492,2,0.0705505077498664,113.393939393939,7.3171413511896,11.675,1.34621428571429
"MELBOURNE","2011_A/California/7/2009-like",2011,"H1pdm09","A/California/7/2009-like","Y",14,19,65,15.5899002390291,0.205696202531646,0,0,"N",0.515873015873016,3,0.255745590593266,113.393939393939,6.88866492856897,10.8107142857143,0.604761904761905
"MELBOURNE","2012_B/Wisconsin/1/2010-like",2012,"B/Yam","B/Wisconsin/1/2010-like","N",14,16,NA,NA,NA,0,1,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2012_A/Victoria/361/2011-like",2012,"H3","A/Victoria/361/2011-like","Y",9,20,435,101.901338421373,0.868263473053892,1,1,"Y",1,0,0,113.393939393939,7.08269410701523,10.6869047619048,1.44982142857143
"MELBOURNE","2012_B/Brisbane/60/2008-like",2012,"B/Vic","B/Brisbane/60/2008-like","Y",17,21,39,9.13598206536444,0.0778443113772455,0,0,"N",0.0896551724137931,8,3.69508284339925,113.393939393939,6.87246486499708,11.7,1.16471428571429
"MELBOURNE","2012_A/California/7/2009-like",2012,"H1pdm09","A/California/7/2009-like","Y",11,17,27,6.32491066063692,0.0538922155688623,0,0,"N",0.0620689655172414,2,0.194013896312133,113.393939393939,7.01169222889625,9.68163265306123,1.63775510204081
"MELBOURNE","2013_B/Brisbane/60/2008-like",2013,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2013_A/Victoria/361/2011-like",2013,"H3","A/Victoria/361/2011-like","N",NA,22,NA,NA,NA,0,0,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2013_B/Massachusetts/2/2012-like",2013,"B/Yam","B/Massachusetts/2/2012-like","Y",10,22,210,48.0008667585083,0.581717451523546,1,1,"Y",1,0,0,113.393939393939,7.35556644798387,11.8769230769231,1.86714285714286
"MELBOURNE","2013_A/California/7/2009-like",2013,"H1pdm09","A/California/7/2009-like","Y",14,23,151,34.5149089549274,0.418282548476454,0,0,"N",0.719047619047619,4,0.440940673436665,113.393939393939,7.35790457998023,12.4585714285714,1.60742857142857
"MELBOURNE","2014_B/Brisbane/60/2008-like",2014,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2014_B/Massachusetts/2/2012-like",2014,"B/Yam","B/Massachusetts/2/2012-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2014_B/Phuket/3073/2013-like",2014,"B/Yam","B/Phuket/3073/2013-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2014_A/Switzerland/9715293/2013-like",2014,"H3","A/Switzerland/9715293/2013-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2014_A/California/7/2009-like",2014,"H1pdm09","A/California/7/2009-like","Y",9,22,383,85.3932313712882,0.728136882129278,0,0,"Y",1,0,0,113.393939393939,7.54441861870916,12.0709183673469,1.00790816326531
"MELBOURNE","2014_A/Victoria/361/2011-like",2014,"H3","A/Victoria/361/2011-like","Y",14,22,143,31.8831124963295,0.271863117870722,0,0,"N",0.373368146214099,5,0.784874398717263,113.393939393939,7.20821597821303,11.8555555555555,1.06809523809524
"MELBOURNE","2015_A/California/7/2009-like",2015,"H1pdm09","A/California/7/2009-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,113.393939393939,NA,NA,NA
"MELBOURNE","2015_B/Brisbane/60/2008-like",2015,"B/Vic","B/Brisbane/60/2008-like","Y",13,20,205,44.573541015594,0.425311203319502,0,0,"N",1.16477272727273,5,0.370390165686799,113.393939393939,6.64756376624793,10.4910714285714,0
"MELBOURNE","2015_B/Phuket/3073/2013-like",2015,"B/Yam","B/Phuket/3073/2013-like","Y",8,20,176,38.2680157011929,0.365145228215768,1,1,"Y",1,0,0,113.393939393939,7.09374783857809,11.0714285714286,0
"MELBOURNE","2015_A/Switzerland/9715293/2013-like",2015,"H3","A/Switzerland/9715293/2013-like","Y",12,20,101,21.9606226467073,0.20954356846473,1,1,"N",0.573863636363636,4,0.167557455905933,113.393939393939,6.75091339033949,10.5007936507936,0
"PERTH","2000_A/Moscow/10/99-like",2000,"H3","A/Moscow/10/99-like","Y",16,22,57,39.8012729424662,0.537735849056604,NA,NA,"Y",1,0,0,66.1142857142857,8.40788186368371,14.6938775510204,2.09803506017792
"PERTH","2000_A/New Caledonia/20/99-like",2000,"H1sea","A/New Caledonia/20/99-like","Y",16,20,33,23.0428422298489,0.311320754716981,NA,NA,"N",0.578947368421053,0,0,66.1142857142857,8.6120819999673,13.8114285714286,2.88486446886447
"PERTH","2000_B/Sichuan/379/99-like",2000,"B/Yam","B/Sichuan/379/99-like","Y",18,22,16,11.1722871417449,0.150943396226415,NA,NA,"N",0.280701754385965,2,0.57476231633535,66.1142857142857,8.65353497820285,15.6414285714286,1.74673626373626
"PERTH","2001_B/Sichuan/379/99-like",2001,"B/Yam","B/Sichuan/379/99-like","N",NA,21,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2001_A/New Caledonia/20/99-like",2001,"H1sea","A/New Caledonia/20/99-like","Y",14,20,79,54.2820647248346,0.887640449438202,0,0,"Y",1,0,0,66.1142857142857,8.11236303645233,13.0091836734694,4.54243197278912
"PERTH","2001_A/Moscow/10/99-like",2001,"H3","A/Moscow/10/99-like","Y",19,20,10,6.87114743352337,0.112359550561798,0,0,"N",0.126582278481013,5,1.16464995678479,66.1142857142857,8.62350735663973,15.0285714285714,2.89886904761905
"PERTH","2002_B/Hong Kong/330/2001-like",2002,"B/Vic","B/Hong Kong/330/2001-like","N",NA,20,NA,NA,NA,0,1,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2002_B/Sichuan/379/99-like",2002,"B/Yam","B/Sichuan/379/99-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2002_A/Moscow/10/99-like",2002,"H3","A/Moscow/10/99-like","Y",10,21,130,88.1633273110999,1,0,0,"Y",1,0,0,66.1142857142857,8.78744926689324,14.040231990232,3.76236584249084
"PERTH","2003_B/Hong Kong/330/2001-like",2003,"B/Vic","B/Hong Kong/330/2001-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2003_B/Sichuan/379/99-like",2003,"B/Yam","B/Sichuan/379/99-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2003_A/Moscow/10/99-like",2003,"H3","A/Moscow/10/99-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2003_A/Fujian/411/2002-like",2003,"H3","A/Fujian/411/2002-like","Y",14,20,181,120.988010823414,1,1,1,"Y",1,0,0,66.1142857142857,8.35601550563884,13.1839089481947,3.69032967032967
"PERTH","2004_B/Shanghai/361/2002-like",2004,"B/Yam","B/Shanghai/361/2002-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2004_A/California/7/2004-like",2004,"H3","A/California/7/2004-like","Y",19,21,16,10.5247093864621,0.64,1,1,"N",1.77777777777778,1,0.121002592912705,66.1142857142857,8.38774522876084,14.5142857142857,0.955476190476189
"PERTH","2004_B/Hong Kong/330/2001-like",2004,"B/Vic","B/Hong Kong/330/2001-like","Y",18,20,9,5.92014902988491,0.36,1,1,"Y",1,0,0,66.1142857142857,7.62287720651003,13.2357142857143,1.8202380952381
"PERTH","2005_B/Hong Kong/330/2001-like",2005,"B/Vic","B/Hong Kong/330/2001-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2005_B/Malaysia/2506/2004-like",2005,"B/Vic","B/Malaysia/2506/2004-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2005_B/Shanghai/361/2002-like",2005,"B/Yam","B/Shanghai/361/2002-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2005_A/Wisconsin/67/2005-like",2005,"H3","A/Wisconsin/67/2005-like","Y",12,18,89,57.6060355591054,0.760683760683761,1,1,"Y",1,0,0,66.1142857142857,8.15564608490988,12.5255102040816,5.1784693877551
"PERTH","2005_A/New Caledonia/20/99-like",2005,"H1sea","A/New Caledonia/20/99-like","Y",13,17,28,18.1232471421905,0.239316239316239,0,0,"N",0.314606741573034,1,0.363007778738116,66.1142857142857,7.92167538767596,12.3257142857143,3.64328571428571
"PERTH","2006_A/New Caledonia/20/99-like",2006,"H1sea","A/New Caledonia/20/99-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2006_B/Malaysia/2506/2004-like",2006,"B/Vic","B/Malaysia/2506/2004-like","Y",12,19,80,50.7320636788863,0.8,1,1,"Y",1,0,0,66.1142857142857,8.05311625652878,13.4919642857143,2.48098214285714
"PERTH","2006_A/Wisconsin/67/2005-like",2006,"H3","A/Wisconsin/67/2005-like","Y",14,19,20,12.6830159197216,0.2,0,0,"N",0.25,2,0.287381158167675,66.1142857142857,8.49447200293424,13.7714285714286,2.89380952380952
"PERTH","2007_B/Malaysia/2506/2004-like",2007,"B/Vic","B/Malaysia/2506/2004-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2007_B/Florida/4/2006-like",2007,"B/Yam","B/Florida/4/2006-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2007_B/Wisconsin/1/2010-like",2007,"B/Yam","B/Wisconsin/1/2010-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2007_A/New Caledonia/20/99-like",2007,"H1sea","A/New Caledonia/20/99-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2007_A/Wisconsin/67/2005-like",2007,"H3","A/Wisconsin/67/2005-like","Y",13,19,127,77.9874569150004,0.875862068965517,0,0,"Y",1,0,0,66.1142857142857,8.4715372544575,13.8558084772371,4.32283359497645
"PERTH","2007_A/Solomon Islands/3/2006-like",2007,"H1sea","A/Solomon Islands/3/2006-like","Y",15,19,18,11.0533403501575,0.124137931034483,1,1,"N",0.141732283464567,2,1.36127917026793,66.1142857142857,8.6579715679237,13.7838461538462,4.61510989010989
"PERTH","2008_B/Malaysia/2506/2004-like",2008,"B/Vic","B/Malaysia/2506/2004-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2008_B/Brisbane/60/2008-like",2008,"B/Vic","B/Brisbane/60/2008-like","Y",17,22,103,61.2053290232105,0.408730158730159,1,1,"N",1.45070422535211,3,0.514261019878997,66.1142857142857,8.1301053396737,15.3851648351648,1.10438644688645
"PERTH","2008_B/Florida/4/2006-like",2008,"B/Yam","B/Florida/4/2006-like","Y",14,20,71,42.1900811713393,0.281746031746032,1,1,"Y",1,0,0,66.1142857142857,7.74725820322355,13.1495290423862,2.93192307692308
"PERTH","2008_A/Brisbane/59/2007-like",2008,"H1sea","A/Brisbane/59/2007-like","Y",16,22,48,28.5228717778068,0.19047619047619,1,1,"N",0.676056338028169,2,0.151253241140882,66.1142857142857,8.00401903061947,14.906671899529,1.7370251177394
"PERTH","2008_A/Wisconsin/67/2005-like",2008,"H3","A/Wisconsin/67/2005-like","Y",17,21,30,17.8267948611293,0.119047619047619,0,0,"N",0.422535211267606,3,0.514261019878997,66.1142857142857,7.80599674753149,14.8636263736264,0.955263736263736
"PERTH","2009_B/Brisbane/60/2008-like",2009,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2009_B/Florida/4/2006-like",2009,"B/Yam","B/Florida/4/2006-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2009_A/California/7/2009-like",2009,"H1pdm09","A/California/7/2009-like","N",11,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2009_A/Brisbane/59/2007-like",2009,"H1sea","A/Brisbane/59/2007-like","N",10,15,NA,NA,NA,0,1,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2009_A/Perth/16/2009-like",2009,"H3","A/Perth/16/2009-like","N",9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2009_A/Victoria/361/2011-like",2009,"H3","A/Victoria/361/2011-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2009_A/Wisconsin/67/2005-like",2009,"H3","A/Wisconsin/67/2005-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2010_B/Malaysia/2506/2004-like",2010,"B/Vic","B/Malaysia/2506/2004-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2010_B/Florida/4/2006-like",2010,"B/Yam","B/Florida/4/2006-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2010_A/Perth/16/2009-like",2010,"H3","A/Perth/16/2009-like","N",26,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2010_A/California/7/2009-like",2010,"H1pdm09","A/California/7/2009-like","Y",13,21,163,91.5148343862218,0.592727272727273,0,0,"Y",1,0,0,66.1142857142857,7.09150643924095,13.381746031746,2.09626984126984
"PERTH","2010_B/Brisbane/60/2008-like",2010,"B/Vic","B/Brisbane/60/2008-like","Y",16,22,112,62.8813585966677,0.407272727272727,0,0,"N",0.687116564417178,3,0.952895419187554,66.1142857142857,6.91255393056313,15.2142857142857,1.17112244897959
"PERTH","2011_B/Florida/4/2006-like",2011,"B/Yam","B/Florida/4/2006-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2011_B/Wisconsin/1/2010-like",2011,"B/Yam","B/Wisconsin/1/2010-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2011_A/Victoria/361/2011-like",2011,"H3","A/Victoria/361/2011-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2011_A/California/7/2009-like",2011,"H1pdm09","A/California/7/2009-like","Y",13,21,163,88.8977604854363,0.631782945736434,0,0,"Y",1,0,0,66.1142857142857,8.67646856528857,14.5793650793651,3.86833333333333
"PERTH","2011_A/Perth/16/2009-like",2011,"H3","A/Perth/16/2009-like","Y",15,21,58,31.632331951873,0.224806201550388,0,0,"N",0.355828220858896,2,0.453759723422645,66.1142857142857,8.66104077622859,15.0612244897959,3.60255102040816
"PERTH","2011_B/Brisbane/60/2008-like",2011,"B/Vic","B/Brisbane/60/2008-like","Y",17,23,37,20.1792462451604,0.143410852713178,0,0,"N",0.226993865030675,4,1.6637856525497,66.1142857142857,8.97813338337452,16.3581632653061,2.95683673469388
"PERTH","2012_A/California/7/2009-like",2012,"H1pdm09","A/California/7/2009-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2012_B/Brisbane/60/2008-like",2012,"B/Vic","B/Brisbane/60/2008-like","Y",12,15,113,59.6619018102371,0.493449781659389,0,0,"N",1.13,5,0.438634399308557,66.1142857142857,7.71161391433843,12.7660714285714,2.7075
"PERTH","2012_A/Victoria/361/2011-like",2012,"H3","A/Victoria/361/2011-like","Y",7,14,100,52.7981431949001,0.436681222707424,1,1,"Y",1,0,0,66.1142857142857,8.82199282330819,16.2678571428571,2.14758928571429
"PERTH","2012_B/Wisconsin/1/2010-like",2012,"B/Yam","B/Wisconsin/1/2010-like","Y",8,14,16,8.44770291118402,0.0698689956331878,1,1,"N",0.16,1,0.0756266205704408,66.1142857142857,8.61841997593169,15.7071428571429,2.29622448979592
"PERTH","2013_B/Brisbane/60/2008-like",2013,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2013_A/Victoria/361/2011-like",2013,"H3","A/Victoria/361/2011-like","Y",13,19,69,35.4075667509606,0.518796992481203,0,0,"Y",1,0,0,66.1142857142857,8.69978178551749,13.7591836734694,4.16255102040816
"PERTH","2013_A/California/7/2009-like",2013,"H1pdm09","A/California/7/2009-like","Y",15,20,38,19.4998193700943,0.285714285714286,0,0,"N",0.550724637681159,2,0.332757130509939,66.1142857142857,9.05655164913334,14.4654761904762,4.62642857142857
"PERTH","2013_B/Massachusetts/2/2012-like",2013,"B/Yam","B/Massachusetts/2/2012-like","Y",16,20,26,13.341981674275,0.195488721804511,1,1,"N",0.376811594202899,3,0.680639585133967,66.1142857142857,9.35560788105752,14.9542857142857,4.45214285714286
"PERTH","2014_B/Brisbane/60/2008-like",2014,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2014_B/Massachusetts/2/2012-like",2014,"B/Yam","B/Massachusetts/2/2012-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2014_B/Phuket/3073/2013-like",2014,"B/Yam","B/Phuket/3073/2013-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2014_A/Switzerland/9715293/2013-like",2014,"H3","A/Switzerland/9715293/2013-like","N",NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2014_A/Victoria/361/2011-like",2014,"H3","A/Victoria/361/2011-like","N",NA,21,NA,NA,NA,0,0,NA,NA,NA,NA,66.1142857142857,NA,NA,NA
"PERTH","2014_A/California/7/2009-like",2014,"H1pdm09","A/California/7/2009-like","Y",11,20,129,65.2009427348712,1,0,0,"Y",1,0,0,66.1142857142857,8.71230382760379,14.5814285714286,3.33361538461538
"PERTH","2015_B/Phuket/3073/2013-like",2015,"B/Yam","B/Phuket/3073/2013-like","Y",10,17,87,43.4540690490152,0.6,1,1,"Y",1,0,0,66.1142857142857,8.36577488195591,14.1151785714286,2.93696428571428
"PERTH","2015_B/Brisbane/60/2008-like",2015,"B/Vic","B/Brisbane/60/2008-like","Y",11,20,43,21.4772984954903,0.296551724137931,0,0,"N",0.494252873563218,1,0.181503889369058,66.1142857142857,8.22936540534296,14.4835714285714,2.34228571428571
"PERTH","2015_A/California/7/2009-like",2015,"H1pdm09","A/California/7/2009-like","Y",25,26,9,4.49524852231192,0.0620689655172414,0,0,"N",0.103448275862069,15,2.05704407951599,66.1142857142857,9.27550586377864,22.7142857142857,0.625714285714285
"PERTH","2015_A/Switzerland/9715293/2013-like",2015,"H3","A/Switzerland/9715293/2013-like","Y",14,15,6,2.99683234820794,0.0413793103448276,1,1,"N",0.0689655172413793,4,1.08902333621435,66.1142857142857,8.38224903895005,12.9678571428571,2.52214285714286
"SYDNEY","2000_B/Sichuan/379/99-like",2000,"B/Yam","B/Sichuan/379/99-like","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2000_A/New Caledonia/20/99-like",2000,"H1sea","A/New Caledonia/20/99-like","N",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2000_A/Moscow/10/99-like",2000,"H3","A/Moscow/10/99-like","Y",15,20,53,13.1131965767134,1,NA,NA,"Y",1,0,0,64.7333333333333,7.73558612520464,15.1285714285714,0.819642857142858
"SYDNEY","2001_B/Sichuan/379/99-like",2001,"B/Yam","B/Sichuan/379/99-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2001_A/Moscow/10/99-like",2001,"H3","A/Moscow/10/99-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2001_A/New Caledonia/20/99-like",2001,"H1sea","A/New Caledonia/20/99-like","Y",11,16,38,9.26246410795158,1,0,0,"Y",1,0,0,64.7333333333333,8.17240885045172,13.4642857142857,3.11738095238095
"SYDNEY","2002_B/Sichuan/379/99-like",2002,"B/Yam","B/Sichuan/379/99-like","N",NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64.7333333333333,NA,NA,NA
"SYDNEY","2002_A/Moscow/10/99-like",2002,"H3","A/Moscow/10/99-like","Y",11,19,156,37.7209121593602,0.602316602316602,0,0,"N",1.51456310679612,4,0.571575695159629,64.7333333333333,7.57875652258434,13.8656288156288,0.660094831094832
