"num_preceding_fortnight","mean_emperical_sample_mean_d.AH","d.AH_pvalue","mean_emperical_sample_mean_d.temp","d.temp_pvalue","ManuscriptTable_Temp","ManuscriptTable_AH"
1,-0.219141049917015,0.237629,0.0587894748391026,0.573758,"0.0588  (0.574)","-0.219  (0.238)"
2,-0.235038593943559,0.216327,0.00980426498416589,0.521441,"0.0098  (0.521)","-0.235  (0.216)"
3,-0.132997077972596,0.320907,0.0758995810732786,0.589608,"0.0759  (0.59)","-0.133  (0.321)"
