"city","strain_year","year","subtype","reference_strain","epi_alarm","start","epi_counts","incidence_per_mil","epi_fractional_counts","new_ag_marker","first_detection_of_new_ag","first_n_biggest","relative_to_first_n_biggest","delay","prior_everything_scaled","mean_epi_size"
"MELBOURNE","2004_A/California/7/2004-like",2004,"H3","A/California/7/2004-like","N",22,NA,NA,NA,0,1,"N",NA,6,NA,27.8177380761194
"MELBOURNE","2005_A/California/7/2004-like",2005,"H3","A/California/7/2004-like","Y",11,102,27.5871619085123,0.507462686567164,1,0,"Y",1,0,0,27.8177380761194
"MELBOURNE","2005_A/New Caledonia/20/99-like",2005,"H1sea","A/New Caledonia/20/99-like","Y",12,99,26.7757747935561,0.492537313432836,0,0,"N",0.970588235294118,1,0.0718965716956308,27.8177380761194
"MELBOURNE","2005_B/Shanghai/361/2002-like",2005,"B/Yam","B/Shanghai/361/2002-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2005_B/Hong Kong/330/2001-like",2005,"B/Vic","B/Hong Kong/330/2001-like","N",12,NA,NA,NA,0,0,"N",NA,1,NA,27.8177380761194
"MELBOURNE","2005_B/Florida/4/2006-like",2005,"B/Yam","B/Florida/4/2006-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2005_B/Malaysia/2506/2004-like",2005,"B/Vic","B/Malaysia/2506/2004-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2006_A/Wisconsin/67/2005-like",2006,"H3","A/Wisconsin/67/2005-like","Y",11,82,21.8041034259033,0.706896551724138,1,1,"Y",1,0,0,27.8177380761194
"MELBOURNE","2006_B/Malaysia/2506/2004-like",2006,"B/Vic","B/Malaysia/2506/2004-like","Y",11,34,9.04072581074038,0.293103448275862,1,0,"N",0.414634146341463,0,0,27.8177380761194
"MELBOURNE","2006_A/New Caledonia/20/99-like",2006,"H1sea","A/New Caledonia/20/99-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2007_A/Wisconsin/67/2005-like",2007,"H3","A/Wisconsin/67/2005-like","Y",14,121,31.4959810087043,0.528384279475983,0,0,"Y",1,0,0,27.8177380761194
"MELBOURNE","2007_A/Solomon Islands/3/2006-like",2007,"H1sea","A/Solomon Islands/3/2006-like","Y",14,77,20.0428970055391,0.336244541484716,1,1,"N",0.636363636363636,0,0,27.8177380761194
"MELBOURNE","2007_B/Florida/4/2006-like",2007,"B/Yam","B/Florida/4/2006-like","Y",15,31,8.06921827495731,0.135371179039301,1,0,"N",0.256198347107438,1,0.251638000934708,27.8177380761194
"MELBOURNE","2007_B/Malaysia/2506/2004-like",2007,"B/Vic","B/Malaysia/2506/2004-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2007_A/New Caledonia/20/99-like",2007,"H1sea","A/New Caledonia/20/99-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2008_A/Wisconsin/67/2005-like",2008,"H3","A/Wisconsin/67/2005-like","Y",17,20,5.08719710192555,0.666666666666667,0,0,"Y",1,0,0,27.8177380761194
"MELBOURNE","2008_B/Brisbane/60/2008-like",2008,"B/Vic","B/Brisbane/60/2008-like","Y",17,10,2.54359855096278,0.333333333333333,1,1,"N",0.5,0,0,27.8177380761194
"MELBOURNE","2008_A/Brisbane/59/2007-like",2008,"H1sea","A/Brisbane/59/2007-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2008_B/Florida/4/2006-like",2008,"B/Yam","B/Florida/4/2006-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2009_A/California/7/2009-like",2009,"H1pdm09","A/California/7/2009-like","Y",10,85,21.0824629376502,0.825242718446602,NA,1,"Y",1,0,0,27.8177380761194
"MELBOURNE","2009_A/Perth/16/2009-like",2009,"H3","A/Perth/16/2009-like","Y",11,18,4.46452156326711,0.174757281553398,1,1,"N",0.211764705882353,1,0.107844857543446,27.8177380761194
"MELBOURNE","2009_A/Wisconsin/67/2005-like",2009,"H3","A/Wisconsin/67/2005-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2009_A/Brisbane/59/2007-like",2009,"H1sea","A/Brisbane/59/2007-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2010_A/California/7/2009-like",2010,"H1pdm09","A/California/7/2009-like","Y",14,227,55.2868743358573,1,0,0,"Y",1,0,0,27.8177380761194
"MELBOURNE","2010_A/Perth/16/2009-like",2010,"H3","A/Perth/16/2009-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2010_B/Brisbane/60/2008-like",2010,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2011_B/Brisbane/60/2008-like",2011,"B/Vic","B/Brisbane/60/2008-like","Y",11,127,30.4602666208723,0.404458598726115,0,0,"Y",1,0,0,27.8177380761194
"MELBOURNE","2011_A/Perth/16/2009-like",2011,"H3","A/Perth/16/2009-like","Y",15,122,29.2610435255624,0.388535031847134,0,0,"N",0.960629921259842,4,1.18629343297791,27.8177380761194
"MELBOURNE","2011_A/California/7/2009-like",2011,"H1pdm09","A/California/7/2009-like","Y",14,65,15.5899002390291,0.207006369426752,0,0,"N",0.511811023622047,3,0.323534572630339,27.8177380761194
"MELBOURNE","2011_B/Florida/4/2006-like",2011,"B/Yam","B/Florida/4/2006-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2011_A/Victoria/361/2011-like",2011,"H3","A/Victoria/361/2011-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2012_A/Victoria/361/2011-like",2012,"H3","A/Victoria/361/2011-like","Y",9,434,101.667082470979,0.868,1,0,"Y",1,0,0,27.8177380761194
"MELBOURNE","2012_B/Brisbane/60/2008-like",2012,"B/Vic","B/Brisbane/60/2008-like","Y",17,39,9.13598206536444,0.078,0,0,"N",0.0898617511520737,8,13.1930209061483,27.8177380761194
"MELBOURNE","2012_A/California/7/2009-like",2012,"H1pdm09","A/California/7/2009-like","Y",11,27,6.32491066063692,0.054,0,0,"N",0.0622119815668203,2,0.323534572630339,27.8177380761194
"MELBOURNE","2012_B/Wisconsin/1/2010-like",2012,"B/Yam","B/Wisconsin/1/2010-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2013_B/Massachusetts/2/2012-like",2013,"B/Yam","B/Massachusetts/2/2012-like","Y",10,210,48.0008667585083,0.581717451523546,1,1,"Y",1,0,0,27.8177380761194
"MELBOURNE","2013_A/California/7/2009-like",2013,"H1pdm09","A/California/7/2009-like","Y",13,151,34.5149089549274,0.418282548476454,0,0,"N",0.719047619047619,3,0.539224287717231,27.8177380761194
"MELBOURNE","2013_B/Brisbane/60/2008-like",2013,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2014_A/California/7/2009-like",2014,"H1pdm09","A/California/7/2009-like","Y",9,383,85.3932313712882,0.728136882129278,0,0,"Y",1,0,0,27.8177380761194
"MELBOURNE","2014_A/Victoria/361/2011-like",2014,"H3","A/Victoria/361/2011-like","Y",14,143,31.8831124963295,0.271863117870722,0,0,"N",0.373368146214099,5,1.72551772069514,27.8177380761194
"MELBOURNE","2014_B/Massachusetts/2/2012-like",2014,"B/Yam","B/Massachusetts/2/2012-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2014_B/Brisbane/60/2008-like",2014,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2014_B/Phuket/3073/2013-like",2014,"B/Yam","B/Phuket/3073/2013-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2014_A/Switzerland/9715293/2013-like",2014,"H3","A/Switzerland/9715293/2013-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,27.8177380761194
"MELBOURNE","2015_B/Brisbane/60/2008-like",2015,"B/Vic","B/Brisbane/60/2008-like","Y",12,205,44.573541015594,0.432489451476793,0,0,"N",1.16477272727273,4,0.4673277160216,27.8177380761194
"MELBOURNE","2015_B/Phuket/3073/2013-like",2015,"B/Yam","B/Phuket/3073/2013-like","Y",8,176,38.2680157011929,0.371308016877637,1,0,"Y",1,0,0,27.8177380761194
"MELBOURNE","2015_A/Switzerland/9715293/2013-like",2015,"H3","A/Switzerland/9715293/2013-like","Y",14,93,20.2211673875622,0.19620253164557,1,0,"N",0.528409090909091,6,1.22224171882572,27.8177380761194
"MELBOURNE","2015_A/California/7/2009-like",2015,"H1pdm09","A/California/7/2009-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,27.8177380761194
"PERTH","2000_A/Moscow/10/99-like",2000,"H3","A/Moscow/10/99-like","Y",16,57,39.8012729424662,0.640449438202247,NA,NA,"Y",1,0,0,40.7539283106704
"PERTH","2000_A/New Caledonia/20/99-like",2000,"H1sea","A/New Caledonia/20/99-like","Y",17,32,22.3445742834898,0.359550561797753,NA,NA,"N",0.56140350877193,1,0.0736125356341299,40.7539283106704
"PERTH","2000_B/Sichuan/379/99-like",2000,"B/Yam","B/Sichuan/379/99-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,40.7539283106704
"PERTH","2001_A/New Caledonia/20/99-like",2001,"H1sea","A/New Caledonia/20/99-like","Y",14,79,54.2820647248346,0.759615384615385,0,0,"Y",1,0,0,40.7539283106704
"PERTH","2001_B/Sichuan/379/99-like",2001,"B/Yam","B/Sichuan/379/99-like","Y",19,15,10.306721150285,0.144230769230769,1,0,"N",0.189873417721519,5,1.76670085521912,40.7539283106704
"PERTH","2001_A/Moscow/10/99-like",2001,"H3","A/Moscow/10/99-like","Y",19,10,6.87114743352337,0.0961538461538462,0,0,"N",0.126582278481013,5,1.76670085521912,40.7539283106704
"PERTH","2002_A/Moscow/10/99-like",2002,"H3","A/Moscow/10/99-like","Y",11,123,83.4160712251176,0.891304347826087,0,0,"Y",1,0,0,40.7539283106704
"PERTH","2002_B/Hong Kong/330/2001-like",2002,"B/Vic","B/Hong Kong/330/2001-like","Y",18,15,10.1726916128192,0.108695652173913,1,1,"N",0.121951219512195,7,1.84031339085325,40.7539283106704
"PERTH","2002_B/Sichuan/379/99-like",2002,"B/Yam","B/Sichuan/379/99-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2003_A/Fujian/411/2002-like",2003,"H3","A/Fujian/411/2002-like","Y",15,176,117.645800579673,1,1,1,"Y",1,0,0,40.7539283106704
"PERTH","2003_A/Moscow/10/99-like",2003,"H3","A/Moscow/10/99-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2003_B/Sichuan/379/99-like",2003,"B/Yam","B/Sichuan/379/99-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2003_B/Hong Kong/330/2001-like",2003,"B/Vic","B/Hong Kong/330/2001-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2004_B/Hong Kong/330/2001-like",2004,"B/Vic","B/Hong Kong/330/2001-like","Y",18,14,9.20912071315431,0.451612903225806,0,0,"Y",1,0,0,40.7539283106704
"PERTH","2004_A/Fujian/411/2002-like",2004,"H3","A/Fujian/411/2002-like","Y",19,9,5.92014902988491,0.290322580645161,0,0,"N",0.642857142857143,1,0.0736125356341299,40.7539283106704
"PERTH","2004_A/California/7/2004-like",2004,"H3","A/California/7/2004-like","Y",20,8,5.26235469323103,0.258064516129032,1,1,"N",0.571428571428571,2,0.29445014253652,40.7539283106704
"PERTH","2004_B/Shanghai/361/2002-like",2004,"B/Yam","B/Shanghai/361/2002-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,40.7539283106704
"PERTH","2005_A/California/7/2004-like",2005,"H3","A/California/7/2004-like","Y",12,89,57.6060355591054,0.760683760683761,0,0,"Y",1,0,0,40.7539283106704
"PERTH","2005_A/New Caledonia/20/99-like",2005,"H1sea","A/New Caledonia/20/99-like","Y",13,28,18.1232471421905,0.239316239316239,0,0,"N",0.314606741573034,1,0.0736125356341299,40.7539283106704
"PERTH","2005_B/Shanghai/361/2002-like",2005,"B/Yam","B/Shanghai/361/2002-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2005_B/Hong Kong/330/2001-like",2005,"B/Vic","B/Hong Kong/330/2001-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2005_B/Malaysia/2506/2004-like",2005,"B/Vic","B/Malaysia/2506/2004-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,40.7539283106704
"PERTH","2006_B/Malaysia/2506/2004-like",2006,"B/Vic","B/Malaysia/2506/2004-like","Y",12,81,51.3662144748724,0.826530612244898,1,0,"Y",1,0,0,40.7539283106704
"PERTH","2006_A/Wisconsin/67/2005-like",2006,"H3","A/Wisconsin/67/2005-like","Y",16,17,10.7805635317633,0.173469387755102,1,1,"N",0.209876543209877,4,0.809737891975429,40.7539283106704
"PERTH","2006_A/New Caledonia/20/99-like",2006,"H1sea","A/New Caledonia/20/99-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2007_A/Wisconsin/67/2005-like",2007,"H3","A/Wisconsin/67/2005-like","Y",13,127,77.9874569150004,0.875862068965517,0,0,"Y",1,0,0,40.7539283106704
"PERTH","2007_A/Solomon Islands/3/2006-like",2007,"H1sea","A/Solomon Islands/3/2006-like","Y",15,18,11.0533403501575,0.124137931034483,1,1,"N",0.141732283464567,2,1.54586324831673,40.7539283106704
"PERTH","2007_A/New Caledonia/20/99-like",2007,"H1sea","A/New Caledonia/20/99-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2007_B/Florida/4/2006-like",2007,"B/Yam","B/Florida/4/2006-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,40.7539283106704
"PERTH","2007_B/Malaysia/2506/2004-like",2007,"B/Vic","B/Malaysia/2506/2004-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2007_B/Wisconsin/1/2010-like",2007,"B/Yam","B/Wisconsin/1/2010-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,40.7539283106704
"PERTH","2008_B/Brisbane/60/2008-like",2008,"B/Vic","B/Brisbane/60/2008-like","Y",17,103,61.2053290232105,0.410358565737052,1,1,"N",1.47142857142857,3,0.269912630658476,40.7539283106704
"PERTH","2008_B/Florida/4/2006-like",2008,"B/Yam","B/Florida/4/2006-like","Y",14,70,41.5958546759683,0.278884462151394,1,0,"Y",1,0,0,40.7539283106704
"PERTH","2008_A/Brisbane/59/2007-like",2008,"H1sea","A/Brisbane/59/2007-like","Y",16,48,28.5228717778068,0.191235059760956,1,1,"N",0.685714285714286,2,0.22083760690239,40.7539283106704
"PERTH","2008_A/Wisconsin/67/2005-like",2008,"H3","A/Wisconsin/67/2005-like","Y",19,30,17.8267948611293,0.119521912350598,0,0,"N",0.428571428571429,5,2.57643874719455,40.7539283106704
"PERTH","2008_B/Malaysia/2506/2004-like",2008,"B/Vic","B/Malaysia/2506/2004-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2009_A/California/7/2009-like",2009,"H1pdm09","A/California/7/2009-like","Y",11,230,132.233913744393,0.744336569579288,NA,1,"N",3.96551724137931,3,0.245375118780433,40.7539283106704
"PERTH","2009_A/Perth/16/2009-like",2009,"H3","A/Perth/16/2009-like","Y",8,58,33.3459434659774,0.187702265372168,1,1,"Y",1,0,0,40.7539283106704
"PERTH","2009_A/Brisbane/59/2007-like",2009,"H1sea","A/Brisbane/59/2007-like","Y",10,21,12.0735312549228,0.0679611650485437,0,0,"N",0.362068965517241,2,0.14722507126826,40.7539283106704
"PERTH","2009_B/Brisbane/60/2008-like",2009,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2009_B/Florida/4/2006-like",2009,"B/Yam","B/Florida/4/2006-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2009_A/Wisconsin/67/2005-like",2009,"H3","A/Wisconsin/67/2005-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2009_A/Victoria/361/2011-like",2009,"H3","A/Victoria/361/2011-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,40.7539283106704
"PERTH","2010_A/California/7/2009-like",2010,"H1pdm09","A/California/7/2009-like","Y",13,161,90.3919529827099,0.58974358974359,0,0,"Y",1,0,0,40.7539283106704
"PERTH","2010_B/Brisbane/60/2008-like",2010,"B/Vic","B/Brisbane/60/2008-like","Y",16,112,62.8813585966677,0.41025641025641,0,0,"N",0.695652173913043,3,0.760662868219342,40.7539283106704
"PERTH","2010_A/Perth/16/2009-like",2010,"H3","A/Perth/16/2009-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2010_B/Florida/4/2006-like",2010,"B/Yam","B/Florida/4/2006-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2010_B/Malaysia/2506/2004-like",2010,"B/Vic","B/Malaysia/2506/2004-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2011_A/California/7/2009-like",2011,"H1pdm09","A/California/7/2009-like","Y",13,163,88.8977604854363,0.63921568627451,0,0,"Y",1,0,0,40.7539283106704
"PERTH","2011_A/Perth/16/2009-like",2011,"H3","A/Perth/16/2009-like","Y",16,55,29.9961768509141,0.215686274509804,0,0,"N",0.337423312883436,3,0.539825261316953,40.7539283106704
"PERTH","2011_B/Brisbane/60/2008-like",2011,"B/Vic","B/Brisbane/60/2008-like","Y",17,37,20.1792462451604,0.145098039215686,0,0,"N",0.226993865030675,4,1.6440132958289,40.7539283106704
"PERTH","2011_B/Florida/4/2006-like",2011,"B/Yam","B/Florida/4/2006-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2011_B/Wisconsin/1/2010-like",2011,"B/Yam","B/Wisconsin/1/2010-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2011_A/Victoria/361/2011-like",2011,"H3","A/Victoria/361/2011-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2012_B/Brisbane/60/2008-like",2012,"B/Vic","B/Brisbane/60/2008-like","Y",12,113,59.6619018102371,0.570707070707071,0,0,"Y",1,0,0,40.7539283106704
"PERTH","2012_A/Victoria/361/2011-like",2012,"H3","A/Victoria/361/2011-like","Y",12,85,44.8784217156651,0.429292929292929,1,0,"N",0.752212389380531,0,0,40.7539283106704
"PERTH","2012_B/Wisconsin/1/2010-like",2012,"B/Yam","B/Wisconsin/1/2010-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2012_A/California/7/2009-like",2012,"H1pdm09","A/California/7/2009-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2013_A/Victoria/361/2011-like",2013,"H3","A/Victoria/361/2011-like","Y",13,69,35.4075667509606,0.627272727272727,0,0,"Y",1,0,0,40.7539283106704
"PERTH","2013_A/California/7/2009-like",2013,"H1pdm09","A/California/7/2009-like","Y",14,41,21.0392787940491,0.372727272727273,0,0,"N",0.594202898550725,1,0.0245375118780433,40.7539283106704
"PERTH","2013_B/Massachusetts/2/2012-like",2013,"B/Yam","B/Massachusetts/2/2012-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,40.7539283106704
"PERTH","2013_B/Brisbane/60/2008-like",2013,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2014_A/California/7/2009-like",2014,"H1pdm09","A/California/7/2009-like","Y",13,126,63.684641741037,1,0,0,"Y",1,0,0,40.7539283106704
"PERTH","2014_A/Victoria/361/2011-like",2014,"H3","A/Victoria/361/2011-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2014_B/Brisbane/60/2008-like",2014,"B/Vic","B/Brisbane/60/2008-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2014_B/Massachusetts/2/2012-like",2014,"B/Yam","B/Massachusetts/2/2012-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"PERTH","2014_B/Phuket/3073/2013-like",2014,"B/Yam","B/Phuket/3073/2013-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,40.7539283106704
"PERTH","2014_A/Switzerland/9715293/2013-like",2014,"H3","A/Switzerland/9715293/2013-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,40.7539283106704
"PERTH","2015_B/Phuket/3073/2013-like",2015,"B/Yam","B/Phuket/3073/2013-like","Y",10,87,43.4540690490152,0.604166666666667,1,0,"Y",1,0,0,40.7539283106704
"PERTH","2015_B/Brisbane/60/2008-like",2015,"B/Vic","B/Brisbane/60/2008-like","Y",11,43,21.4772984954903,0.298611111111111,0,0,"N",0.494252873563218,1,0.171762583146303,40.7539283106704
"PERTH","2015_A/Switzerland/9715293/2013-like",2015,"H3","A/Switzerland/9715293/2013-like","Y",15,14,6.9926088124852,0.0972222222222222,1,0,"N",0.160919540229885,5,1.69308831958499,40.7539283106704
"PERTH","2015_A/California/7/2009-like",2015,"H1pdm09","A/California/7/2009-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,40.7539283106704
"SYDNEY","2000_A/Moscow/10/99-like",2000,"H3","A/Moscow/10/99-like","Y",15,53,13.1131965767134,1,NA,NA,"Y",1,0,0,14.578788276676
"SYDNEY","2000_A/New Caledonia/20/99-like",2000,"H1sea","A/New Caledonia/20/99-like","N",17,NA,NA,NA,0,1,"N",NA,2,NA,14.578788276676
"SYDNEY","2000_B/Sichuan/379/99-like",2000,"B/Yam","B/Sichuan/379/99-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,14.578788276676
"SYDNEY","2001_A/New Caledonia/20/99-like",2001,"H1sea","A/New Caledonia/20/99-like","Y",11,38,9.26246410795158,1,NA,NA,"Y",1,0,0,14.578788276676
"SYDNEY","2001_A/Moscow/10/99-like",2001,"H3","A/Moscow/10/99-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2001_B/Sichuan/379/99-like",2001,"B/Yam","B/Sichuan/379/99-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2002_A/Moscow/10/99-like",2002,"H3","A/Moscow/10/99-like","Y",11,157,37.9627128783305,0.625498007968127,0,0,"N",1.67021276595745,1,0.274371225103765,14.578788276676
"SYDNEY","2002_B/Hong Kong/330/2001-like",2002,"B/Vic","B/Hong Kong/330/2001-like","Y",10,94,22.7292675832042,0.374501992031873,1,1,"Y",1,0,0,14.578788276676
"SYDNEY","2002_B/Sichuan/379/99-like",2002,"B/Yam","B/Sichuan/379/99-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2003_A/Fujian/411/2002-like",2003,"H3","A/Fujian/411/2002-like","Y",14,37,8.88869029472735,1,1,1,"Y",1,0,0,14.578788276676
"SYDNEY","2003_A/Moscow/10/99-like",2003,"H3","A/Moscow/10/99-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2003_A/New Caledonia/20/99-like",2003,"H1sea","A/New Caledonia/20/99-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2004_A/Fujian/411/2002-like",2004,"H3","A/Fujian/411/2002-like","Y",15,17,4.06235669738047,1,0,0,"Y",1,0,0,14.578788276676
"SYDNEY","2004_B/Shanghai/361/2002-like",2004,"B/Yam","B/Shanghai/361/2002-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,14.578788276676
"SYDNEY","2004_A/New Caledonia/20/99-like",2004,"H1sea","A/New Caledonia/20/99-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2004_B/Florida/4/2006-like",2004,"B/Yam","B/Florida/4/2006-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,14.578788276676
"SYDNEY","2005_A/California/7/2004-like",2005,"H3","A/California/7/2004-like","Y",13,67,15.8859511997805,0.712765957446808,1,1,"Y",1,0,0,14.578788276676
"SYDNEY","2005_A/New Caledonia/20/99-like",2005,"H1sea","A/New Caledonia/20/99-like","Y",17,18,4.2678674865082,0.191489361702128,0,0,"N",0.26865671641791,4,2.60652663848577,14.578788276676
"SYDNEY","2005_B/Shanghai/361/2002-like",2005,"B/Yam","B/Shanghai/361/2002-like","Y",17,9,2.1339337432541,0.0957446808510638,1,0,"N",0.134328358208955,4,2.60652663848577,14.578788276676
"SYDNEY","2005_B/Wisconsin/1/2010-like",2005,"B/Yam","B/Wisconsin/1/2010-like","N",NA,NA,NA,NA,0,1,"N",NA,NA,NA,14.578788276676
"SYDNEY","2005_B/Florida/4/2006-like",2005,"B/Yam","B/Florida/4/2006-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2005_B/Hong Kong/330/2001-like",2005,"B/Vic","B/Hong Kong/330/2001-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2005_B/Malaysia/2506/2004-like",2005,"B/Vic","B/Malaysia/2506/2004-like","N",17,NA,NA,NA,0,1,"N",NA,4,NA,14.578788276676
"SYDNEY","2006_B/Malaysia/2506/2004-like",2006,"B/Vic","B/Malaysia/2506/2004-like","Y",13,18,4.2291633234739,1,1,0,"Y",1,0,0,14.578788276676
"SYDNEY","2006_B/Shanghai/361/2002-like",2006,"B/Yam","B/Shanghai/361/2002-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2006_A/Wisconsin/67/2005-like",2006,"H3","A/Wisconsin/67/2005-like","N",18,NA,NA,NA,0,1,"N",NA,5,NA,14.578788276676
"SYDNEY","2006_A/New Caledonia/20/99-like",2006,"H1sea","A/New Caledonia/20/99-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2007_A/Wisconsin/67/2005-like",2007,"H3","A/Wisconsin/67/2005-like","Y",11,157,36.296172140954,0.638211382113821,1,0,"Y",1,0,0,14.578788276676
"SYDNEY","2007_A/Solomon Islands/3/2006-like",2007,"H1sea","A/Solomon Islands/3/2006-like","Y",13,89,20.5755370735344,0.361788617886179,1,1,"N",0.56687898089172,2,0.411556837655648,14.578788276676
"SYDNEY","2007_A/New Caledonia/20/99-like",2007,"H1sea","A/New Caledonia/20/99-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
"SYDNEY","2007_B/Florida/4/2006-like",2007,"B/Yam","B/Florida/4/2006-like","N",NA,NA,NA,NA,0,0,"N",NA,NA,NA,14.578788276676
