"num_preceding_fortnight","mean_emperical_sample_mean_d.AH","d.AH_pvalue","mean_emperical_sample_mean_d.temp","d.temp_pvalue","ManuscriptTable_Temp","ManuscriptTable_AH"
1,-0.144863843935522,0.257132,0.0531718091534682,0.589751,"0.0532  (0.59)","-0.145  (0.257)"
2,-0.0286993134216621,0.430381,0.0801702776537339,0.66013,"0.0802  (0.66)","-0.0287  (0.43)"
3,-0.0458746480310386,0.375765,0.0360089234404444,0.590248,"0.036  (0.59)","-0.0459  (0.376)"
